연월,공급업체명,공급업체유형,계약내역,계약유형
2023-12,(주)한주정공,중소기업,내연 2호기 SCR INLET DUCT ELBOW(설치조건부) 구매,구매
2023-06,두온시스템(주),중소기업,유찰수의공고_복합 진공펌프 SEPARATOR LEVEL TRANSMITTER 구매/C23P-복합35-00,구매
2023-06,건양전기공사,중소기업,2022년 사택 전기설비 영선공사,공사
2023-02,주식회사 정안,중소기업,보령발전본부 공업용수관로 지표투과레이더(GPR)탐사 용역,용역
2023-11,남양이앤이(주),중소기업,지체상금 지급,구매
2023-07,이노뎁(주),중소기업,노후 CCTV 교체 선금지급(이노뎁),구매
2023-09,이노뎁(주),중소기업,노후 CCTV 교체 대금지급(이노뎁),구매
2023-03,(주)비츠로이에스,중소기업,신보령 석탄취급설비 11KV 특고압차단기 구매,구매
2023-09,한빛상사,중소기업,신보령 탈황 석회석 분쇄용 강구 구매,구매
2023-04,케이엠비 주식회사,중소기업,신보령 비회처리설비 DOME VALVE 정비자재 제작 구매,구매
2023-03,(주)시스메이트,중소기업,정보보호시스템 보강 구축 자재 구매,구매
2023-11,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-02,(주)신성엘리베이터,중소기업,"2021~2022 승강기 위탁점검정비 용역, (용)C20P-2발10-00",용역
2023-12,센테크이엔지,중소기업,"복합3호기 ST, HRSG, BOP 계통 온도센서 구매",구매
2023-12,유니이앤티(주),중소기업,탈황 흡수탑 재순환 펌프 부품 반출 정비공사,공사
2023-08,건양전기공사,중소기업,2022년 사택 전기설비 영선공사,공사
2023-03,포스텍,중소기업,"제3,4호기 MAIN TBN C-CPLG OIL DEFLECTOR",구매
2023-09,유진기공산업(주),중소기업,복합 IA COMPRESSOR AIR END ASSEMBLY 반출정비 용역,용역
2023-11,(주)네트웍스와이,중소기업,2023년도 중부발전 탄소정보공개(CDP) 컨설팅 용역,용역
2023-03,(주)원테크,중소기업,제3~6호기 고압진공차단기 예비품 구매,구매
2023-04,대정건설(주),중소기업,2022년 신보령발전본부 영선공사,공사
2023-05,대한산업,중소기업,굴뚝 자동측정 전송시스템 단말교체(설치포함),구매
2023-03,(주)블루포트,중소기업,업무용 한글 소프트웨어 라이선스 구매,구매
2023-07,한국바이브로(주),중소기업,복합1호기 진동감시설비 정밀점검공사,공사
2023-06,주식회사 천우,중소기업,2023년도 신보령 제1호기 계획예방정비공사(석탄설비),공사
2023-06,(주)건영,중소기업,2023년도 신보령 제1호기 계획예방정비공사(석탄설비),공사
2023-06,주식회사 오에스아이,중소기업,"인천복합 1,2호기 기기냉각수 열교환기 튜브 교체공사",공사
2023-03,서원풍력기계(주),중소기업,"제8호기 FD, CID FAN 정비용 핵심자재 구매",구매
2023-05,서원풍력기계(주),중소기업,"7호기 FD, CID FAN 정비용 핵심자재 구매",구매
2023-06,한일종합기계(주),중소기업,"제1,2부두 연속식하역기 BUCKET & CHAIN 연결 부속품 제작구매/C23P-기술37-00",구매
2023-12,합동전기(주),중소기업,준공대금 지불의뢰,공사
2023-10,가람산전,중소기업,"제3호기 탈황 ARP 고압전동기 고정자 재권선 반출정비,C23P-공(2)40-00",공사
2023-09,주식회사 돼지종합중기,중소기업,2023년 발전설비 정비용 장비임차 단가 용역,용역
2023-12,현대계전산업(주),중소기업,복합 3호기 원격 인·출입장치 내장형 고압차단기 제작 구매,구매
2023-03,(주)제노링크,중소기업,"23-3발26-1(3기계,제노링크)상생지체반제",구매
2023-04,신한전설(주),중소기업,2023년 발전위탁 01월 기성고,공사
2023-04,신한전설(주),중소기업,2023년 발전위탁 02월 기성고,공사
2023-04,(유)동양전기이엔지,중소기업,2023년 발전위탁 01월 기성고,공사
2023-04,(유)동양전기이엔지,중소기업,2023년 발전위탁 02월 기성고,공사
2023-07,신한전설(주),중소기업,2023년 발전위탁 04월 기성고,공사
2023-07,신한전설(주),중소기업,2023년 발전위탁 05월 기성고,공사
2023-07,(유)동양전기이엔지,중소기업,2023년 발전위탁 04월 기성고,공사
2023-07,(유)동양전기이엔지,중소기업,2023년 발전위탁 05월 기성고,공사
2023-12,주식회사 돼지종합중기,중소기업,2023년 발전설비 정비용 장비임차 단가 용역,용역
2023-07,노형만 태양광발전소,중소기업,복합 UNIT #2 계획예방정비공사 정비용 자재 구매/C23P-복합13-00,구매
2023-12,대양롤랜트(주),중소기업,23-현장-17호 1차 협약금지급(대양롤랜트),구매
2023-10,신한전설(주),중소기업,2023년 발전위탁 07월 기성고,공사
2023-10,신한전설(주),중소기업,2023년 발전위탁 08월 기성고,공사
2023-12,신한전설(주),중소기업,2023년 발전위탁 10월 기성고,공사
2023-12,신한전설(주),중소기업,2023년 발전위탁 11월 기성고,공사
2023-10,(유)동양전기이엔지,중소기업,2023년 발전위탁 07월 기성고,공사
2023-10,(유)동양전기이엔지,중소기업,2023년 발전위탁 08월 기성고,공사
2023-12,(유)동양전기이엔지,중소기업,2023년 발전위탁 10월 기성고,공사
2023-12,(유)동양전기이엔지,중소기업,2023년 발전위탁 11월 기성고,공사
2023-10,주식회사 청호엔텍,중소기업,2022년 신서천발전본부 오수처리시설 위탁관리 용역,용역
2023-06,(주)파워테크,중소기업,기력 2호기 진동감시설비 정밀점검공사,공사
2023-06,주식회사 부영엔지니어링,중소기업,"7,8호기 저회처리 1차 CRUSHER 보강자재 제작구매",구매
2023-03,주식회사 태극,중소기업,"1,2부두 통합 보안검색 경비실 구매(현장설치도/자활용사촌)",구매
2023-02,주식회사 세진아이엔,중소기업,신보령 해수냉각수 방류구 폼펜스 제작구매(현장설치도),구매
2023-10,신한전설(주),중소기업,하역기계설비 우레탄 벨트클리너 설치공사,공사
2023-11,케이엘이에스,중소기업,LP CROSS AROUND PIPE CLAMP ASS'Y 및 SWAY,구매
2023-05,(주)삼진금속,중소기업,22-현장-25 1차 협약금지급(삼진금속),구매
2023-07,아이브스 주식회사,중소기업,(조달)지능형 CCTV 영상분석시스템 시범 구축,구매
2023-04,모두상사,중소기업,"23-기술1(모두상사,단가),3월하",구매
2023-08,(주)비에스컴퍼니,중소기업,보령복합발전소 소방설비 최적개선공사 일반자재 구매,구매
2023-07,(주)삼영필텍,중소기업,보일러 CID FAN 이동식 정유기 구매에 의한,구매
2023-10,(주)동천아이엔씨,중소기업,"2023년도 정보통신설비 정비공사,23-(공)경00",공사
2023-11,(주)아이티로그인,중소기업,백본스위치 대금지급,구매
2023-03,제일산업설비,중소기업,신보령 복수탈염설비 전치여과기 정비용 안전발판 설치공사,공사
2023-01,(주)한동엔지니어링,중소기업,"신서천발전본부 사택 신축 전기,소방공사 감리용역",용역
2023-08,(주)아이피티씨,중소기업,"보령 기력 4호기 인수성능시험 기술감리용역,C23P-용(2)08-00",용역
2023-08,이즈파크,중소기업,성과관리시스템 재구축 용역,용역
2023-05,서원풍력기계(주),중소기업,8호기 축류팬 유압작동기 반출정비 상생지체반제,구매
2023-05,진흥기공사,중소기업,제6호기 탈황 계획예방정비용 GRID PACKING 제작구매,구매
2023-04,(주)도도앤컴퍼니,중소기업,신보령 석탄취급설비 안전·환경 정비용 자재 구매,구매
2023-07,신광엘리베이터(주),중소기업,"2023-2024 승강기 위탁점검 정비용역,C22P-용(2)04-00",용역
2023-10,신광엘리베이터(주),중소기업,"2023-2024 승강기 위탁점검 정비용역,C22P-용(2)04-00",용역
2023-12,토틀테크,중소기업,신서천발전본부 저회처리설비 정비자재 구매,구매
2023-10,대한수중공사,중소기업,신보령 해수냉각수 방류구 폼펜스 제작구매(현장설치도),구매
2023-05,(주)행복한원덕,중소기업,"복합 가스터빈 3,4호기 VGV ANGLE TX 국산화 개발품 구매/C23P-복합20-00",구매
2023-10,(주)수영건축사사무소,중소기업,신서천발전본부 단신부임자 사택신축공사 감리용역,용역
2023-05,(주)하늘기업,중소기업,기성고 지불의뢰,공사
2023-01,(주)세방상사,중소기업,"230105/실린더윤활유/151.085DR : 내연 1,2호기 엔진용 실린더 윤활유",구매
2023-06,주식회사 명신,중소기업,보령발전본부 제2발전소 TM회의실 환경개선공사,공사
2023-06,(주)세방상사,중소기업,"230616/실린더윤활유/150.396DR : 내연 1,2호기 엔진용 실린더 윤활유",구매
2023-04,(주)세방상사,중소기업,"230420/실린더윤활유/150.297DR : 내연 1,2호기 엔진용 실린더 윤활유",구매
2023-03,와이피피(주),중소기업,내연 2호기 발전기 차단기(GCB) 구동부 자재 구매,구매
2023-01,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-02,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-03,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-04,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-05,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-06,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-07,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-08,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-09,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-10,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-11,(주)범우정보기술,중소기업,2021년 OA기기 유지관리 용역,용역
2023-02,(주)지음지식서비스,중소기업,공공데이터 및 데이터기반행정 컨설팅 용역,용역
2023-01,주식회사 페타바이트,중소기업,전자결재 및 기록관리시스템 인프라 증설용 자재 구매,구매
2023-12,(주)세진에프에스,중소기업,인천복합 3호기 HRSG HP STM STOP VALVE 제작 구매,구매
2023-06,(주)한동엔지니어링,중소기업,"신서천발전본부 사택 신축 전기,소방공사 감리용역",용역
2023-08,주식회사 에이티지,중소기업,유찰수의공고_진동 DB(데이터베이스) 연계용 서버 구매,구매
2023-04,주식회사 대한산업,중소기업,제3호기 열교환기 Tube Cleaning,공사
2023-05,동은테크,중소기업,2발상탄 석탄취급설비 석탄선별기 CHUTE 제작구매/C23P-기술18-00,구매
2023-02,주식회사 세진아이엔,중소기업,신보령 해수냉각수 방류구 폼펜스 제작구매(현장설치도),구매
2023-04,스프레이시스템코리아,중소기업,신보령 탈황설비 흡수탑 ARP SPRAY NOZZLE 구매,구매
2023-03,주식회사 한국산업공해연구소,중소기업,2022~24년 대기오염물질 자가측정 위탁용역,용역
2023-09,수신건설,중소기업,2023년 발전소 및 사택 영선공사,공사
2023-07,주식회사 대한산업,중소기업,7호기 열교환기 Tube Cleaning,공사
2023-07,(주)제이엔텍,중소기업,2022년도 사업장폐기물 위탁처리용역,용역
2023-10,케이시시정공(주),중소기업,23-현장-22 1차 협약금 지급(케이시시),구매
2023-12,(주)한진필터,중소기업,인천복합 3호기 AIR INTAKE FILTER 구매,구매
2023-03,신원기업 주식회사,중소기업,원프랜트 신원기업 3월 노무비 직불전표,공사
2023-12,주식회사 한국산업공해연구소,중소기업,2022~24년 대기오염물질 자가측정 위탁용역,용역
2023-03,주식회사 동원에이에이취이,중소기업,"제3, 6호기 계획예방정비용 공기예열기 부속자제 제작 구매",구매
2023-08,엔에스시스템(주),중소기업,발전설비 경상정비공사_기성_6회(분할지급),공사
2023-11,(주)파워테크,중소기업,복합 3호기 UPS & BATTERY CHARGER 정밀점검공사,공사
2023-07,(주)세진에프에스,중소기업,복합발전소 해수배관 BUTTERFLY VALVE 제작구매/C23P-복합30-00,구매
2023-07,(주)피제이케이,중소기업,7호기 축류팬 유압작동기 반출정비,공사
2023-09,(주)월호정보기술,중소기업,ICT인프라 보강 자재(윈도우) 구매,구매
2023-11,(주)케이에스엔지니어링,중소기업,23P-2발4(단)(케이에스엔지니어링),구매
2023-04,베이커휴즈코리아(주),중소기업,신보령 1호기 계획예방정비공사용 진동센서 구매,구매
2023-04,신광엘리베이터(주),중소기업,"2023-2024 승강기 위탁점검 정비용역,C22P-용(2)04-00",용역
2023-07,(주)양지D&C,중소기업,용접작업실건물 철거공사,공사
2023-12,경보전기(주),중소기업,"유찰수의공고_7,8호기 발전기 변류기(BCT) 제작 구매",구매
2023-02,(주)한국이앤씨,중소기업,2021~22년 대기오염물질 자가측정 위탁용역,용역
2023-12,건우이앤지(주),중소기업,2023년 사택 전기설비 영선공사,공사
2023-04,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-04,이비씨(주),중소기업,신보령 탈황 흡수탑 재순환펌프용 베어링 구매,구매
2023-12,(주)세광,중소기업,"5호기 SLP AREA 전기방식 전극 교체공사,C23P-공(2)61-00",공사
2023-06,(주)케이에스엔지니어링,중소기업,"2023년도 제2발전소 공기압축기 정비용 자재 단가구매(단0(6월초, 케이스엔지니어링)",구매
2023-05,에스티씨(주),중소기업,23-현장-04 1차 협약금지급(에스티씨),구매
2023-06,(주)비씨디이엔씨,중소기업,23-현장-06 1차 협약금지급(비씨디이엔씨),구매
2023-02,(주)성일터빈,중소기업,21-현장-01 2차 협약금지급(성일터빈),구매
2023-08,(주)비츠코리아,중소기업,통합백신구매 및 패치관리시스템 업그레이드 구매,구매
2023-10,주식회사 대림방재,중소기업,2023년 신보령 소방시설 법정점검 위탁관리용역,용역
2023-02,주식회사휴네시온,중소기업,[조달대재지급]단방향전송시스템(휴네시온),구매
2023-01,주식회사 한성스틸레이져,중소기업,GT#5 진동계통 정비용 자재 구매,구매
2023-03,동서산업(주),중소기업,"제3,6호기 축류팬 정비용 자재 구매",구매
2023-05,(주)현우이앤에스,중소기업,보령본부 해수배관 정비용 자재 긴급 구매/C23P-복합33-00,구매
2023-11,(주)세일시스,중소기업,안전작업대 조달구매비 지불,구매
2023-11,미르라이프,중소기업,2023년도 보령발전본부 석탄취급설비 경상정비용 전기자재 구매,구매
2023-12,(주)한국이앤씨,중소기업,2000006571,용역
2023-04,해진유통,중소기업,6호기 계획예방정비공사 전기설비 정비용 일반자재 구매,구매
2023-12,하이젠알앤엠주식회사,중소기업,석탄취급설비 3발 상탄계통 고저압 분진방폭 전동기 제작구매/C23P-기술21-00,구매
2023-06,(주)복산종합전기,중소기업,"복합 1,2호기 보조변압기 정밀점검",공사
2023-12,(주)아이스기술,중소기업,여수태양광 열화 케이블 긴급 복구공사,공사
2023-02,주식회사 호암전력,중소기업,2023년 기력 2호기 계획예방정비공사 전기분야 자재 구매,구매
2023-09,세아중기 중앙영업소,중소기업,"23P-복합(세아중기,단가)",구매
2023-11,경흥실업,중소기업,"제3,4호기 TBN MSV, CV, IV GLAND SPRING S",구매
2023-06,서진,중소기업,"제3,4호기 주제어동 및 탈황제어동 소화약제 개선공사 주자재 구매",구매
2023-12,인천생태조경연구소,중소기업,2023년도 조경수목 관리공사,공사
2023-03,(주)세방상사,중소기업,"230224/실린더윤활유/130.804DR : 내연 1,2호기 엔진용 실린더 윤활유",구매
2023-09,더블유에이테크놀러지(주),중소기업,지능형성능감시시스템 소프트웨어 구매,구매
2023-04,신화기연(주),중소기업,"7,8호기 PAF 입구댐퍼 제어·구동장치 구매",구매
2023-06,신화기연(주),중소기업,"7,8호기 PAF 입구댐퍼 제어·구동장치 구매",구매
2023-12,신일벤딩,중소기업,"231130/시스템 윤활유/150.936Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-12,터보파워텍(주),중소기업,가스터빈 BRUSH SEAL 국산화개발품 구매/C23P-복합64-00,구매
2023-04,신일벤딩,중소기업,"230418/시스템 윤활유/150.397Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-12,신일벤딩,중소기업,"231128/시스템 윤활유/150.278Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-06,신일벤딩,중소기업,"230525/시스템 윤활유/150.175Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-11,주식회사 아토아,중소기업,231026/암모니아수 9%/192.070ton : 기력 탈질설비용 암모니아수 9%,구매
2023-03,신일벤딩,중소기업,"230316/시스템 윤활유/150.164Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-10,주식회사 아토아,중소기업,230920/암모니아수 9%/191.820ton : 기력 탈질설비용 암모니아수 9%,구매
2023-02,신일벤딩,중소기업,"230202/시스템 윤활유/149.863Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-03,신일벤딩,중소기업,"230309/시스템 윤활유/149.789Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-04,신일벤딩,중소기업,"230328/시스템 윤활유/149.745Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-08,신일벤딩,중소기업,"230822/시스템 윤활유/149.342Drum : 내연 1,2호기 엔진용 시스템 윤활유",구매
2023-12,지투파워㈜,중소기업,사택신축 전기공사 사급자재(태양광 발전설비)구매,구매
2023-04,(주)현우이앤에스,중소기업,8호기 순환수관 코팅 단가공사,공사
2023-07,관이네,중소기업,"보령 7,8호기 전산제어설비 계획예방정비공사 정비자재 구매",구매
2023-12,대양롤랜트(주),중소기업,2023년도 석탄취급설비 Roller 단가계약(총액계약)/23P-기술4-00,구매
2023-04,주식회사 대한산업,중소기업,8호기 열교환기 Tube Cleaning,공사
2023-06,주식회사 대한산업,중소기업,제6호기 열교환기 Tube Cleaning,공사
2023-12,주식회사 대한산업,중소기업,제5호기 열교환기 Tube Cleaning,공사
2023-10,(주)한주정공,중소기업,유찰수의공고_복합발전소 해수계통 TEE 배관 제작구매/C23P-복합45-00,구매
2023-04,한국바이브로(주),중소기업,신보령 계획예방정비공사용 진동계측설비 구매,구매
2023-11,한신기계공업(주),중소기업,"유찰수의공고_7,8호기 유기성 고형연료 공기압축기 AIR COOLER 제작구매(설치조건부)",구매
2023-03,에스비상사,중소기업,"3기계,에스비상사 구매 상생지체반제",구매
2023-11,(주)라이언앤코,중소기업,직무중심 조직인력 운영 고도화 용역,용역
2023-12,규선유통,중소기업,인천복합 보조보일러 현장 계측기 교체자재,구매
2023-11,(주)수목환경,중소기업,보령 8호기 폐촉매 위탁처리용역,용역
2023-04,합선컴퍼니,중소기업,기력 2호기 계획예방정비공사 BOP 계통 정비용 자재 구매,구매
2023-02,(주)포위스,중소기업,"제7호기 탈황 비상댐퍼 EXPANSION JOINT 긴급정비공사(선착공),23-(공)3발00",공사
2023-07,(주)뉴테크,중소기업,기성고 지불 의뢰(#3 내식코팅),공사
2023-12,베이커휴즈코리아(주),중소기업,제3~6호기 진동감시설비 제어카드 예비품 구매,구매
2023-04,(주)금성이앤씨,중소기업,신보령 1호기 보일러 고압밸브 정비용 HOIST 구매,구매
2023-08,(주)원프랜트,중소기업,제2회 기성고 지불 요청,공사
2023-09,주식회사 스카이텍,중소기업,20 현장기술과제 사업비 최정종산(스카이텍),구매
2023-02,동우유체기계,중소기업,22-현장-17호 1차 협약금지급(동우유체기계,구매
2023-07,(주)엠폴시스템,중소기업,비개방구역 침입탐지시스템 강화 구매,구매
2023-08,(주)에이알,중소기업,내연 탈황전기실 등 항온항습기 구매(7.27),구매
2023-06,삼성월드(주),중소기업,"2발터빈, 삼성월드 상생지체 반제",구매
2023-09,에너시스(주),중소기업,22년 현장기술개발과제 최정정산(에너시스),구매
2023-07,주식회사 아토아,중소기업,230629/암모니아수 9%/155.600ton : 기력 탈질설비용 암모니아수 9%,구매
2023-10,주식회사 인강,중소기업,제3~6호기 석고동 2층 3D 그레이팅 제작구매,구매
2023-12,유창기계공업(주),중소기업,회처리설비 BLOWER 정비자재 구매 계약의뢰,구매
2023-12,(주)삼영필텍,중소기업,가스터빈 CONTROL OIL용 정유기 구매,구매
2023-04,(주)바움아이티,중소기업,웹 오피스 라이선스 구매,구매
2023-08,(주)한종이엔지,중소기업,복합 안전밸브 단가공사(1회),공사
2023-12,(주)경동설비,중소기업,신보령 2호기 터빈 강제냉각시스템 배관설치공사,공사
2023-02,원진기계(주),중소기업,내연 탈황폐수처리장 원심분리기 구매,구매
2023-07,(주)키솔루션즈,중소기업,서울본부 TMS NOX 분석기 및 용존산소 분석기 센서 구매,구매
2023-11,신한전설(주),중소기업,2023년 제6호기 석탄취급설비 계획예방정비(수산),공사
2023-02,(주)다하미커뮤니케이션즈,중소기업,'23년도 뉴스저작물 이용료,구매
2023-12,제이피코(주),중소기업,제2부두 CSU-02A B_E R-GUIDE RAIL 긴급 정비공사(선착공)/23-(공)기술52,공사
2023-12,(주)뉴테크,중소기업,기성고 지불의뢰(#5 내식코팅),공사
2023-11,(유)동양전기이엔지,중소기업,2023년 제6호기 석탄취급설비 계획예방정비(수산),공사
2023-06,용광전기,중소기업,내연 2호기 계획예방정비공사 전기설비 정비용 자재 구매,구매
2023-05,신화기연(주),중소기업,8호기 일차공기 제어용 댐퍼 정밀점검공사,공사
2023-07,신화기연(주),중소기업,보령 7호기 일차공기 제어용 댐퍼 정밀점검 공사,공사
2023-11,케이엘이에스,중소기업,"제2발전소 보일러 노내비계 유압인양장치 반출정비,C23P-공(2)44-00",공사
2023-11,(주)원프랜트,중소기업,23년 탈황폐수 기계적세정(2차),공사
2023-06,건명특수기계,중소기업,2023 안전밸브 준공불지급의뢰,공사
2023-01,(주)수영건축사사무소,중소기업,신서천발전본부 단신부임자 사택신축공사 감리용역,용역
2023-04,(주)수영건축사사무소,중소기업,신서천발전본부 단신부임자 사택신축공사 감리용역,용역
2023-09,(주)수영건축사사무소,중소기업,신서천발전본부 단신부임자 사택신축공사 감리용역,용역
2023-12,주식회사 단우구조엔지니어링,중소기업,창원 육군종합정비창 태양광 발전사업 시설물 구조안전성검토 및 본타당성조사 용역,용역
2023-07,(주)삼정솔루션,중소기업,드론무력화장비(휴대용 안티드론건) 구매,구매
2023-09,(주)한동엔지니어링,중소기업,"신서천발전본부 사택 신축 전기,소방공사 감리용역",용역
2023-08,인천생태조경연구소,중소기업,2023년도 조경수목 관리공사,공사
2023-05,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-08,미화산업,중소기업,Pulley Lagging 1차 기성고,공사
2023-07,인프라안전(주),중소기업,3~6호기 보일러건물 정밀안전점검 용역,용역
2023-06,한성중공업(주),중소기업,"제2발전소 고압 회전기 절연진단 시험용역,C23P-용(2)05-00",용역
2023-07,이노뎁(주),중소기업,CCTV 시스템 라이선스 구매(VURIX),구매
2023-12,금산조경공사(주),중소기업,2023년 본사사옥 및 행복마루 사택 제초·예초공사,공사
2023-03,(주)시큐위즈,중소기업,정보보호시스템 보강 구축 자재 구매,구매
2023-12,(주)아이스기술,중소기업,"7,8호기 SHORT SOOT BLOWER NOZZLE 제작구매",구매
2023-08,(주)뉴테크,중소기업,기성고 지불 의뢰(#6 내식코팅),공사
2023-05,유일테크(주),중소기업,8호기 미분기 육성용접공사,공사
2023-10,에스케이텍(주),중소기업,제5호기 HOT AIR DUCT EXPANSION JOINT 제작구매,구매
2023-04,주식회사 아토아,중소기업,230329/암모니아수 9%/127.44ton : 기력 탈질설비용 암모니아수 9%,구매
2023-04,(주)한종이엔지,중소기업,복합 HRSG METALLIC EXPANSION BELLOWS 제작구매/C23P-복합21-00,구매
2023-02,(주)에너토크,중소기업,기기냉각수 열교환기 해수측 전동밸브 구매,구매
2023-06,대동이엔지(주),중소기업,VS-02 정비용 예비품 제작구매/C23P-기술28-00,구매
2023-10,화성테크,중소기업,신보령 석탄취급설비 경상정비공사 기계설비 정비용 자재 구매,구매
2023-07,이노뎁(주),중소기업,성읍태양광 CCTV 보강 대금지급(카메라 등),구매
2023-06,(주)에코이엔지,중소기업,2023년도 7호기 CWP IMPELLER 반출정비공사,공사
2023-06,동서산업(주),중소기업,유찰수의공고_7호기 축류팬 정비자재 구매,구매
2023-09,대승건설,중소기업,석탄취급설비 안전위해개소 개선공사,공사
2023-05,에스엠지 인스트루먼트,중소기업,서울복합 1호기 GT & HRSG 제어설비 개선작업용 자재구매,구매
2023-09,(주)대한콘트롤,중소기업,열공급 개선용 BUTTERFLY VALVE 구매,구매
2023-07,합동전기(주),중소기업,7호기 미분기 분쇄부 육성용접공사,공사
2023-08,(주)타이가,중소기업,해수 냉각수 방류구 폼펜스 제작구매(설치도),구매
2023-02,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-06,(주)한빛파워,중소기업,발전소 갑종 보호계전기 시험용역,용역
2023-07,(주)다빈치커뮤니케이션,중소기업,한국중부발전 사내방송 프로그램 제작용역,용역
2023-10,세진밸브공업(주),중소기업,증기터빈 3호기 CWP DISCH` VALVE 제작 구매,구매
2023-07,(주)타이가,중소기업,해수 냉각수 방류구 폼펜스 제작구매(설치도),구매
2023-03,동은테크,중소기업,"제3,6호기 계획예방정비 버너정비용 자재 제작구매",구매
2023-04,유한회사 제이와이산업,중소기업,신보령 사업장폐기물(폐수오니 및 폐패각)위탁처리 용역,용역
2023-08,(주)수목환경,중소기업,보령 8호기 폐촉매 위탁처리용역,용역
2023-03,동서산업(주),중소기업,[유찰수의]8호기 축류팬 정비자재 구매,구매
2023-11,예스이앤씨주식회사,중소기업,보령발전본부 통합환경허가 변경 대행 용역/23-(용)기술4,용역
2023-11,(주)레비코건설,중소기업,2023년도 서울발전본부 토건시설물 유지관리공사,공사
2023-03,(주) 드림엔지니어링,중소기업,신재생에너지 사업 타당성 분석 기술용역 계약 체결 알림,용역
2023-10,케이엘디,중소기업,신사옥 전광판 교체,구매
2023-07,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-02,엠브이에스코리아,중소기업,"복합 1,2호기 가스터빈 BLOW-OFF VALVE 및 ACTUATOR 예비품구매",구매
2023-07,(주)원프랜트,중소기업,23년 탈황폐수 기계적세정(1차),공사
2023-12,주식회사 리트코,중소기업,"보령 7,8호기 굴뚝 TMS 환경계측기 소모성 자재구매(유찰에 의한 재설",구매
2023-02,에너시스(주),중소기업,21-현장-08 사업비 최종정산(에너시스),구매
2023-10,태광네트웍정보,중소기업,백본 및 L7 이중화 운영 장비 대금납부,구매
2023-11,태광네트웍정보,중소기업,L7스위치 대금지급,구매
2023-05,(주)다이스,중소기업,"가스터빈 3,4호기 압축기 및 ROTOR 드라이아이스 세척공사,C23P-공(복)11-0",공사
2023-05,(주)삼신,중소기업,20-현장-07 3차 협약금 지급(삼신),구매
2023-10,(주)삼현,중소기업,제5호기 계획예방정비용 공기예열기 부속자재 제작구매,구매
2023-02,이에스이(주),중소기업,신규관제시스템_울타리연동개발_대금지급,구매
2023-07,(주)이엠시스템,중소기업,수질 TMS설비 위탁관리 용역,용역
2023-12,(주)건영,중소기업,신보령 2023~2024년 항온항습기 정밀점검 공사,공사
2023-11,(주)나우시스템,중소기업,본부 안전 강화용 CCTV 추가 설치 공사,공사
2023-09,(주)세일시스,중소기업,터빈 CROSS OVER PIPE 정비 플랫폼 구매,구매
2023-05,(주)세일시스,중소기업,고소작업용타워형안전작업대_조달청구매,구매
2023-08,고려공업검사(주),중소기업,기성고 지불 의뢰(#6 BLR PAUT),공사
2023-11,미르라이프,중소기업,"SR #D,F,G 스테인리스 추락방지망 제작구매(현장설치도)/C23P-기술54-00",구매
2023-07,(주)한빛파워,중소기업,발전소 갑종 보호계전기 시험용역,공사
2023-05,(주)덕성산업기계,중소기업,신보령 탈황폐수처리설비 MECHANICAL SEAL 제작구매,구매
2023-10,(주)오모가리에프앤비,중소기업,보령 5호기 계획예방정비용 제어설비 단기자재 구매,구매
2023-07,(주)티젠소프트,중소기업,통합메세지 전송 솔루션 구매,구매
2023-06,(주)한진필터,중소기업,"복합 1,2호기 AIR INTAKE FILTER 구매",구매
2023-05,(주)피에스센트럴,중소기업,단가자재 _고령토(5100047063),구매
2023-05,대우루컴즈,중소기업,2023년도 OA기기 구매,구매
2023-07,동양산업,중소기업,내연 2호기 전기집진기 제어카드 구매(설치조건부),구매
2023-02,주식회사 이엠코,중소기업,HRSG 산화철 집진 필터 제작 구매,구매
