연월,공급업체명,공급업체유형,계약내역,계약유형
2023-04,대성산업,"중소기업, 여성기업","1,2호기 현장 소화기 구매",구매
2023-04,주식회사 엠디자인,"중소기업, 여성기업",중대재해 사고사례 안전보건표지 제작,구매
2023-04,(주)오피스메카,"중소기업, 여성기업",사무용품 및 소모성 공구 구매,구매
2023-09,365종합산업,"중소기업, 여성기업",수소 가스 감지기 포집갓 제작 구매,구매
2023-07,365종합산업,"중소기업, 여성기업",2023년 폭우대비 안전용품 구매,구매
2023-11,태화상사,"중소기업, 여성기업",물품구매대금지급(화재감지기),구매
2023-11,세아교역,"중소기업, 여성기업",UNIT #1  O/H관작업자 지원물품 구매,구매
2023-05,주식회사 엠디자인,"중소기업, 여성기업",채용박람회 홍보물(리플렛) 구매,구매
2023-09,주식회사 라온,"중소기업, 여성기업",을지연습 실제훈련 선박임차료 지급,구매
2023-09,주식회사 라온,"중소기업, 여성기업",을지연습 실제훈련 지휘소 구성,구매
2023-11,해우,"중소기업, 여성기업",청소 용역 소모품 구입비용 지불,구매
2023-10,더블유룩,"중소기업, 여성기업",소방 경진대회 발표자료 영상제작비용 지불,구매
2023-02,일맥상사,"중소기업, 여성기업","2022년도 발전기계류(b) 연간단가구매(총액계약)(2월초, 일맥상사)",구매
2023-10,시원기프트,"중소기업, 여성기업",OH응원 및 청렴윤리채널 홍보 기념품 제작,구매
2023-06,(주)선전산업,"중소기업, 여성기업",본부 청렴인권존중 다짐행사 현수막 및 기념품,구매
2023-02,투어페이스앤비즈,"중소기업, 여성기업","제주출장 정산(항공권,숙박비)",구매
2023-03,(주)선전산업,"중소기업, 여성기업",홍보관 관람객안전 홍보물품구매,구매
2023-07,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),6월하",구매
2023-12,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가)",구매
2023-11,(주)푸른솔,"중소기업, 여성기업",본관건물 저수조 청소용역비 지급,용역
2023-11,(주)하늘바이오,"중소기업, 여성기업",브랜드 K 인증제품 구매,구매
2023-04,나래컴퍼니,"중소기업, 여성기업",2차_밸브류_연간단가,구매
2023-12,365종합산업,"중소기업, 여성기업",동절기용 제설제 구매,구매
2023-09,일맥상사,"중소기업, 여성기업",23p-2발4(단)(일맥상사),구매
2023-02,(주)케이원무빙서비스,"중소기업, 여성기업",3층 창조홀 세무조사 수검장 복구 작업,구매
2023-11,해성,"중소기업, 여성기업",대금지급(해성 1113),구매
2023-05,영환산업,"중소기업, 여성기업",죽정사택 CCTV 신규 구매 폴대 대금 지급,구매
2023-11,해성,"중소기업, 여성기업","23-본사(해성, 단가),10월하",구매
2023-10,(주)영국전자,"중소기업, 여성기업",기력 노내화염감시 설비 TM정비용 자재,구매
2023-12,위넥스,"중소기업, 여성기업",회처리설비 PE배관용 정비자재 구매,구매
2023-06,투어페이스앤비즈,"중소기업, 여성기업",사업소 경영현안회의 숙박비 정산,구매
2023-09,(주)오피스메카,"중소기업, 여성기업",23년 품질경영대회 참가자 단체복 구매,구매
2023-07,주식회사 엠디자인,"중소기업, 여성기업",혁신심포지엄 행사 현수막 및 교안 구매,구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.16~31)-5건,구매
2023-10,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(9.16~31)-2건,구매
2023-07,해성,"중소기업, 여성기업",대금지급(가성소다 해성0713),구매
2023-12,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(11.16~30)-3건,구매
2023-02,(주)신성피엔텍,"중소기업, 여성기업",본부 비품_전자렌지 외 6종,구매
2023-07,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.1~15)-4건,구매
2023-11,해성,"중소기업, 여성기업",대금지급(해성 1114),구매
2023-12,해성,"중소기업, 여성기업","23-본사(해성, 단가),11월 하",구매
2023-12,해성,"중소기업, 여성기업",대금지급(해성 1106),구매
2023-12,해성,"중소기업, 여성기업",대금지급(해성 1123),구매
2023-12,해성,"중소기업, 여성기업","23-본사(해성, 단가),12월 상",구매
2023-09,해성,"중소기업, 여성기업",대금지급(해성 0906),구매
2023-11,해성,"중소기업, 여성기업",대금지급(해성 1025),구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(11.1~15)-3건,구매
2023-07,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.1~15)-4건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.1~15)-5건,구매
2023-07,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.1~15)-4건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.14~31)-5건,구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(9.1~15)-4건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.1~15)-5건,구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.16~31)-4건,구매
2023-10,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.1~15)-3건,구매
2023-10,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(9.16~31)-2건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.1~15)-5건,구매
2023-12,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(11.16~30)-3건,구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(9.1~15)-4건,구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.16~31)-5건,구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(11.1~15)-3건,구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(11.1~15)-3건,구매
2023-09,해성,"중소기업, 여성기업","23-본사(해성, 단가),8월하",구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.16~31)-5건,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.14~31)-5건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.14~31)-5건,구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.16~31)-5건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.14~31)-5건,구매
2023-10,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.1~15)-3건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.14~31)-5건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.1~15)-5건,구매
2023-09,해성,"중소기업, 여성기업","23-본사(해성, 단가),8월하",구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.16~31)-4건,구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.16~31)-4건,구매
2023-08,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.1~15)-5건,구매
2023-06,(주)아이티넷,"중소기업, 여성기업",디바이스 서버 구매,구매
2023-08,해성,"중소기업, 여성기업","23-본사(해성, 단가),7월하",구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(9.1~15)-4건,구매
2023-09,해성,"중소기업, 여성기업",대금지급(해성 0824),구매
2023-12,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(11.16~30)-3건,구매
2023-11,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.16~31)-5건,구매
2023-12,해성,"중소기업, 여성기업",대금지급(해성 1130),구매
2023-10,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(10.1~15)-3건,구매
2023-09,해성,"중소기업, 여성기업",대금지급(해성 0824),구매
2023-11,케이엠파워,"중소기업, 여성기업",제어실 작업현황판 구매제작,구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(8.16~31)-4건,구매
2023-07,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(7.1~15)-4건,구매
2023-12,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(12.1~15)-2건,구매
2023-10,해성,"중소기업, 여성기업","23-본사(해성, 단가),9월하",구매
2023-12,해성,"중소기업, 여성기업","23-본사(해성, 단가),11월 하",구매
2023-12,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(12.1~15)-2건,구매
2023-09,해성,"중소기업, 여성기업",[연간단가] 가성소다 대금지급(9.1~15)-4건,구매
2023-08,해성,"중소기업, 여성기업","23-본사(해성, 단가),8월상",구매
2023-08,해성,"중소기업, 여성기업",대금지급(해성 0817),구매
2023-08,메디케어팜,"중소기업, 여성기업",3분기 일반의약품 구매,구매
2023-08,해성,"중소기업, 여성기업","23-본사(해성, 단가),8월상",구매
2023-11,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가)",구매
2023-08,365종합산업,"중소기업, 여성기업",합숙소에어컨실외기교체철거,구매
2023-12,(주)에코파워텍,"중소기업, 여성기업",근로자휴가지원사업 중부발전 지원금 지급,구매
2023-06,그린컴퍼니,"중소기업, 여성기업",AUGER GEARBOX 교체용 장비 임차,구매
2023-12,경성산업,"중소기업, 여성기업",근로자휴가지원사업 중부발전 지원금 지급,구매
2023-12,(주)푸른솔,"중소기업, 여성기업",종합사무동 기계실 저수조 정기 청소용역,용역
2023-07,(주)푸른솔,"중소기업, 여성기업",종합사무동 저수조 정기 청소 용역,용역
2023-11,해성,"중소기업, 여성기업",대금지급(해성 1107),구매
2023-09,일맥상사,"중소기업, 여성기업",23p-2발4(단)(일맥상사),구매
2023-09,투어페이스앤비즈,"중소기업, 여성기업",부사장님제주본부 현장점검 출장 항공권 및 숙박,구매
2023-10,티지 정보 기술원,"중소기업, 여성기업",감사실_홍보용_PT제작,구매
2023-11,(주)제일가스산업,"중소기업, 여성기업",[연간단가] 발전가스류 대금지급(10.16~31)-3건,구매
2023-11,(주)꽃과꿀벌,"중소기업, 여성기업",홍보기념품(꿀)구매,구매
2023-10,나래컴퍼니,"중소기업, 여성기업",7차_밸브류_연간단가,구매
2023-12,해성,"중소기업, 여성기업",대금지급(해성 1123),구매
2023-06,투어페이스앤비즈,"중소기업, 여성기업","제주출장 비용(항공료,숙박비)  정산",구매
2023-09,울리불리디자인랩,"중소기업, 여성기업",2023 전국품질분임조 발표 PPT제작(수정),구매
2023-02,(주)선전산업,"중소기업, 여성기업",본부기업문화활동물품구입,구매
2023-09,해성,"중소기업, 여성기업",대금지급(해성 0926),구매
2023-09,해성,"중소기업, 여성기업",대금지급(해성 0829),구매
2023-07,해성,"중소기업, 여성기업",대금지급(가성소다 해성0711),구매
2023-10,일맥상사,"중소기업, 여성기업",23p-2발4(단)(일맥상사),구매
2023-12,주식회사 어콜렉티브,"중소기업, 여성기업",(창업)신재생사업처 기념품 구매,구매
2023-09,울리불리디자인랩,"중소기업, 여성기업",품질분임조 경진대회 발표자료 제작(추가),구매
2023-08,해성,"중소기업, 여성기업","23-본사(해성, 단가),7월하",구매
2023-04,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),3월하",구매
2023-11,해성,"중소기업, 여성기업",대금지급(해성 1109),구매
2023-12,(주)보령소방,"중소기업, 여성기업",가스계 소화설비 자재구매,구매
2023-06,진영상사,"중소기업, 여성기업",4차_기타자재_연간단가,구매
2023-10,해성,"중소기업, 여성기업","23-본사(해성, 단가),10월상",구매
2023-04,에이원파워 주식회사,"중소기업, 여성기업",22.4분기 자원모집 수수료 - 에이원파워,구매
2023-04,(주)동아넷,"중소기업, 여성기업",CATV 증폭기교체 및 신호조정,구매
2023-04,린나이대천대리점,"중소기업, 여성기업",3발전소 전기온수기 구매,구매
2023-07,주식회사 엠디자인,"중소기업, 여성기업",캠페인 용품 구매,구매
2023-08,JC산업,"중소기업, 여성기업",19회 삼양검은모래축제시 환경교실 교구비 지급,구매
2023-03,(주)로스피코리아,"중소기업, 여성기업",석면조사용역 대금 지급,용역
2023-10,나래컴퍼니,"중소기업, 여성기업",7차_밸브류_연간단가,구매
2023-02,주식회사 청화팜,"중소기업, 여성기업",회사 홍보기념품 구매(활기력),구매
2023-05,주식회사 청화팜,"중소기업, 여성기업",회사 홍보기념품 구매(활기력),구매
2023-06,(주)선전산업,"중소기업, 여성기업",서울본부 기계기술부 공정게시판 및 안전입간판,구매
2023-07,드림파워,"중소기업, 여성기업",소모성 자재 구매,구매
2023-10,투어페이스앤비즈,"중소기업, 여성기업",[항공권] 2호기 고온부품 공장검사,구매
2023-06,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),5월하",구매
2023-09,(주)케이원무빙서비스,"중소기업, 여성기업",물생산동 및 물재생동 환경개선,구매
2023-02,디자인미래,"중소기업, 여성기업",현장 안전관리 사전검토제 용품 구매,구매
2023-03,주식회사 엠디자인,"중소기업, 여성기업",3발전운영실 게시판 구매,구매
2023-10,투어페이스앤비즈,"중소기업, 여성기업","국내출장 항공료 지급(호주 발전사 방문,제주)",구매
2023-09,(주)선전산업,"중소기업, 여성기업",무재해 31배수 목표달성 현판 제막식 물품제작,구매
2023-09,농업회사법인 서해푸드 주식회사,"중소기업, 여성기업",추석명절 근무자 다과(한과) 구입 계약금,구매
2023-10,농업회사법인 서해푸드 주식회사,"중소기업, 여성기업",추석 명절 다과(한과) 잔액 지급,구매
2023-08,대성산업,"중소기업, 여성기업",1발전소 현장안전용품 구매,구매
2023-12,(주)삼일피엔유,"중소기업, 여성기업",근로자휴가지원사업 중부발전 지원금 지급,구매
2023-12,예원 엔지니어링,"중소기업, 여성기업",(소모성 안전장구) 방진마스크 구매,구매
2023-06,주식회사 엠디자인,"중소기업, 여성기업",가설비계 사전 안전점검을 위한 비계사용허가스티,구매
2023-04,나래컴퍼니,"중소기업, 여성기업",2차_밸브류_연간단가,구매
2023-03,(주)오피스메카,"중소기업, 여성기업",소모성공구 구매,구매
2023-08,365종합산업,"중소기업, 여성기업",본부 무비데이 행사용품 구입비 지급,구매
2023-09,해성,"중소기업, 여성기업",23년 가성소다_2차,구매
2023-02,크린인천,"중소기업, 여성기업",법정소독방역(1차),구매
2023-05,크린인천,"중소기업, 여성기업",2023년소내방역2차,구매
2023-07,크린인천,"중소기업, 여성기업",2023년소내방역(3차),구매
2023-09,크린인천,"중소기업, 여성기업",2023년 4차소독방역,구매
2023-09,해성,"중소기업, 여성기업","23-본사(해성, 단가),9월상",구매
2023-11,해성,"중소기업, 여성기업",23년 가성소다_4차,구매
2023-12,주식회사 제주도드론,"중소기업, 여성기업",토건시설물 안전점검 항공촬영용 드론용역,용역
2023-12,해성,"중소기업, 여성기업",23년 가성소다_5차,구매
2023-12,(주)꽃과꿀벌,"중소기업, 여성기업",민간부문 청렴문화 확산 캠페인 시행,구매
2023-10,해성,"중소기업, 여성기업","23-본사(해성, 단가),9월하",구매
2023-03,그린컴퍼니,"중소기업, 여성기업",회처리장 회토출구 이설 관련 장비 임차,구매
2023-12,해성,"중소기업, 여성기업",23년 가성소다_5차,구매
2023-04,일맥상사,"중소기업, 여성기업","2023년도 발전기계류(B)연간단가 구매(4월초 , 일맥상사)",구매
2023-09,해성,"중소기업, 여성기업",23년 가성소다_2차,구매
2023-01,건우상사,"중소기업, 여성기업",신년 안전다짐 결의대회 행사용 물품 구매,구매
2023-10,주식회사 하늘티앤씨,"중소기업, 여성기업",해중도로 예초작업 비용정산,용역
2023-02,티지 정보 기술원,"중소기업, 여성기업",경영진 신입사원 특강자료 제작,구매
2023-05,주식회사 엠디자인,"중소기업, 여성기업",포스터 구매,구매
2023-06,주식회사 엠디자인,"중소기업, 여성기업",'23 규제혁신센터 홍보용 리플릿 제작,구매
2023-02,주식회사 장용,"중소기업, 여성기업",본부 직원 지급용 안전모 구매,구매
2023-03,울리불리디자인랩,"중소기업, 여성기업",유해위험정보 안전보건가이드 개정,구매
2023-12,울리불리디자인랩,"중소기업, 여성기업",'23년 산업부 재난안전 워크숍 PPT제작,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류(B)연간단가 구매(3월말, 일맥상사)",구매
2023-08,고려기프트주식회사,"중소기업, 여성기업",2023년 하반기 PSM 협의회 기념품 구매,구매
2023-11,대천자동문,"중소기업, 여성기업",에너지월드 디지털도어락 설치,구매
2023-04,나래컴퍼니,"중소기업, 여성기업",2차_밸브류_연간단가,구매
2023-04,나래컴퍼니,"중소기업, 여성기업",2차_밸브류_연간단가,구매
2023-11,영환산업,"중소기업, 여성기업",(조달)양양풍력 영상감시설비 개선,구매
2023-05,영환산업,"중소기업, 여성기업",원주열병합 시설안전 및 작업장 안전관리용 CCTV설치_부속자재(금속기둥),구매
2023-09,진영상사,"중소기업, 여성기업",7차_기타자재_연간단가,구매
2023-07,나래컴퍼니,"중소기업, 여성기업",5차_밸브류_연간단가,구매
2023-03,투어페이스앤비즈,"중소기업, 여성기업",제주출장 항공권 정산(230306~7),구매
2023-10,세아교역,"중소기업, 여성기업",워킹배너 및 구급약품 구매,구매
2023-04,위생방역공사,"중소기업, 여성기업",3월 본사 사옥 소독 시행,구매
2023-06,위생방역공사,"중소기업, 여성기업",5월 본사 사옥 소독 시행,구매
2023-06,위생방역공사,"중소기업, 여성기업",6월 본사 사옥 소독 시행,구매
2023-10,위생방역공사,"중소기업, 여성기업",9월 본사 사옥 소독 시행,구매
2023-12,은영,"중소기업, 여성기업",소방설비 안전관리 강화용 안전표지구매,구매
2023-04,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),3월하",구매
2023-09,해성,"중소기업, 여성기업",23년 가성소다_2차,구매
2023-06,아름다운디자인,"중소기업, 여성기업",종합청렴도 실적보고서 디자인,구매
2023-07,진영상사,"중소기업, 여성기업",5차_기타자재_연간단가,구매
2023-01,(주)오피스메카,"중소기업, 여성기업",발전운영실 사무실 재배치 비품 구매,구매
2023-08,해성,"중소기업, 여성기업",23년 가성소다_1차,구매
2023-02,디자인미래,"중소기업, 여성기업",인적실수 예방 명판 제작 구매,구매
2023-06,사회적협동조합 일원,"중소기업, 여성기업",체육행사관련 물품구입,구매
2023-07,(주)오피스메카,"중소기업, 여성기업",방류구 환경정화활동 비품 구매,구매
2023-12,해성,"중소기업, 여성기업",23년 가성소다_5차,구매
2023-03,(주)선전산업,"중소기업, 여성기업",무고장 다짐 행사 물품 대금 지불,구매
2023-09,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가)",구매
2023-08,(주)컴트리,"중소기업, 여성기업",접견실 발표전용 소형 데스크톱 구매,구매
2023-03,예원 엔지니어링,"중소기업, 여성기업",복합기계기술부 안전용품 구매,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-04,동금솔루션,"중소기업, 여성기업",보조보일러 관련 화공약품 구매,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-10,유한상사,"중소기업, 여성기업",암모니아 저장소 물청소 및 정리,구매
2023-10,린나이대천대리점,"중소기업, 여성기업",가스오븐 철거비용 지불,구매
2023-12,(주)오피스메카,"중소기업, 여성기업",동반성장 우수사례 경진대회 기념품 구매,구매
2023-10,진영상사,"중소기업, 여성기업",8차_기타자재_연간단가,구매
2023-03,(주)건영,"중소기업, 여성기업",항온항습기 블로어벨트 및 냉매 구매,구매
2023-02,(주)선전산업,"중소기업, 여성기업",안전경영대상 기념 현판 구매,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류(B)연간단가 구매(3월말, 일맥상사)",구매
2023-02,(주)오피스메카,"중소기업, 여성기업",환경정책실 사무용품 구매,구매
2023-06,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),5월하",구매
2023-10,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가)",구매
2023-10,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가)",구매
2023-11,해성,"중소기업, 여성기업",단가자재_가성소다(혜성)5100048384_10.31,구매
2023-11,울리불리디자인랩,"중소기업, 여성기업",PPT 디자인 제작 요청,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-12,네파서천점,"중소기업, 여성기업",부서 방한용품 구매,구매
2023-04,(주)선전산업,"중소기업, 여성기업",OH용 현황판 대금지급,구매
2023-10,(주)선전산업,"중소기업, 여성기업","서울복합 1,2호기 작업현황판 제작 구매",구매
2023-02,(주)보령소방,"중소기업, 여성기업",홍보관 전기차 충전소 비치용 소화기 구매,구매
2023-05,머드판매장,"중소기업, 여성기업",본부 홍보용 기념품 구매,구매
2023-08,일맥상사,"중소기업, 여성기업","2023년도 발전기계류(B)연간단가 구매(단)(7월말, 일맥상사)",구매
2023-10,(주)보령소방,"중소기업, 여성기업",공간안전성능 인증평가 관련 시험용자재 구매,구매
2023-02,울리불리디자인랩,"중소기업, 여성기업",중대재해 발생대응 신속 SOP 포스터 대금지급,구매
2023-07,(주)보령소방,"중소기업, 여성기업",정온식 방폭형 감지기 선로정비,구매
2023-07,(주)오피스메카,"중소기업, 여성기업",폭염 대비 협력기업 지원 물품 구매,구매
2023-12,명문당인쇄소,"중소기업, 여성기업",보령발전본부 회계 가이드북 책자 제작비용 지급,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-10,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가)",구매
2023-09,(주)선전산업,"중소기업, 여성기업",에너지드림 리그 최종발표회 현수막 대금 지급,구매
2023-09,속기법인 대한,"중소기업, 여성기업","6,7이사회,3임시주총 속기록 대금 지급",구매
2023-05,대천자동문,"중소기업, 여성기업",보령발전본부 도어락 설치 구매,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류(B)연간단가 구매(3월말, 일맥상사)",구매
2023-03,(주)보령소방,"중소기업, 여성기업",소방설비 종합정밀점검 지적사항 조치작업,구매
2023-03,아름다운디자인,"중소기업, 여성기업",감사실 슬로건 디자인 제작 및 자문료,구매
2023-03,도움건축사사무소,"중소기업, 여성기업",위반 건축물 해체계획서 검토비용 대금 지급,구매
2023-08,(주)한국경영인증원,"중소기업, 여성기업",가족친화인증 심사비 지급,구매
2023-05,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),4월하",구매
2023-07,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),6월하",구매
2023-08,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),7월하",구매
2023-06,365종합산업,"중소기업, 여성기업",본부 체육행사 보조용품 구입비,구매
2023-12,(주)제일가스산업,"중소기업, 여성기업",[연간단가] 발전가스류 대금지급(12.1~15)-1건,구매
2023-06,씨앤엘,"중소기업, 여성기업",조달구매 수수료(씨앤엘),구매
2023-05,투어페이스앤비즈,"중소기업, 여성기업",공공기관 동반성장 담당자 세미나 항공료 납부,구매
2023-03,진영상사,"중소기업, 여성기업",1차_기타자재_연간단가,구매
2023-04,(주)제일가스산업,"중소기업, 여성기업","[연간단가] 발전가스류 대금지급(3월,하)-1건",구매
2023-03,365종합산업,"중소기업, 여성기업",본부 차량운행 지원관련 차량운전 지원비,구매
2023-09,(주)영동환경이앤텍,"중소기업, 여성기업",비점오염시설수질분석대금,구매
2023-08,(주) 네오누리콤,"중소기업, 여성기업",모니터 거치대 등 대금 지급,구매
2023-06,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),5월하",구매
2023-11,서원기획,"중소기업, 여성기업",A2 도면 대금 지급,구매
2023-12,울리불리디자인랩,"중소기업, 여성기업",2023년 안전한국훈련 평가자료 디자인비 지급,구매
2023-09,투어페이스앤비즈,"중소기업, 여성기업",KEPIC기술교류회및 업무보고수행(제주),구매
2023-09,투어페이스앤비즈,"중소기업, 여성기업",[항공권]제주본부 기술점검,구매
2023-03,울리불리디자인랩,"중소기업, 여성기업",22년도 정부 경영평가 비계량보고서 일러스트,구매
2023-07,진영상사,"중소기업, 여성기업",5차_기타자재_연간단가,구매
2023-11,진영상사,"중소기업, 여성기업",9차_기타자재_연간단가,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-08,사회적협동조합 일원,"중소기업, 여성기업",임원실 및 사무실 물품구입,구매
2023-03,사회적협동조합 일원,"중소기업, 여성기업",현장기술개발과제관련 물품구입,구매
2023-02,일맥상사,"중소기업, 여성기업","2022년도 발전기계류(b) 연간단가구매(총액계약)(2월초, 일맥상사)",구매
2023-06,머드판매장,"중소기업, 여성기업",회사 홍보기념품 구매(머드비누5P),구매
2023-08,고려기프트주식회사,"중소기업, 여성기업",[물품대금 지급] 에너지절약 홍보기념품,구매
2023-02,(주)오피스메카,"중소기업, 여성기업",부서 다과 구매대금 지급,구매
2023-08,서원기획,"중소기업, 여성기업","온도계, 벽시계, 밸브명판 추가 대금",구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-02,정선엔지니어링(주),"중소기업, 여성기업",종합사무동 체육관 공조기 점검 및 필터구매,구매
2023-03,가온누리,"중소기업, 여성기업",대금지급(윤활유0314),구매
2023-08,모닝글로리 세종중앙점,"중소기업, 여성기업",신재생1센터 사무용 비품 구매,구매
2023-11,투어페이스앤비즈,"중소기업, 여성기업",23년도 임금협약 제3차 회의 항공료 지급,구매
2023-05,(주)제일가스산업,"중소기업, 여성기업",[연간단가] 발전가스류 대금지급(5.1~15)-1건,구매
2023-05,투어페이스앤비즈,"중소기업, 여성기업",국외출장 숙박료_신남방 필리핀 시장개척단,구매
2023-07,(주)선전산업,"중소기업, 여성기업",2023년 산업안전보건의 달 사진전 전시판넬,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-12,㈜한성더스트킹,"중소기업, 여성기업",근로자휴가지원사업 중부발전 지원금 지급,구매
2023-04,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가),3월하",구매
2023-10,윤소네놀이터,"중소기업, 여성기업","23-본사(윤소네놀이터, 단가)",구매
2023-08,오피스웨이 함안점,"중소기업, 여성기업",전력계통부 7월 사무용품 구매,구매
2023-02,(주) 네오누리콤,"중소기업, 여성기업",안전물품 구매,구매
2023-03,일맥상사,"중소기업, 여성기업","2022년도 발전기계류(b) 연간단가구매(총액계약)(2월초, 일맥상사)",구매
2023-08,가온누리,"중소기업, 여성기업",대금지급(윤활유 가온누리0818),구매
2023-03,(주)선전산업,"중소기업, 여성기업",1호기 OH 승강기 및 식당 안내물품 대금지급,구매
2023-09,투어페이스앤비즈,"중소기업, 여성기업","국내출장 항공료_이지현,박주영(공공구매설명회)",구매
2023-10,오피스웨이 함안점,"중소기업, 여성기업",부서 사무용품 구매,구매
2023-03,일맥상사,"중소기업, 여성기업","2023년도 발전기계류b 연간단가 구매(3월초,일맥상사)",구매
2023-08,오피스웨이 함안점,"중소기업, 여성기업",소모품 구입,구매
2023-06,유한상사,"중소기업, 여성기업",암모니아 누출감지제 구매,구매
2023-08,(주)제일가스산업,"중소기업, 여성기업",[연간단가] 발전가스류 대금지급(8.1~15)-3건,구매
2023-10,오성기전(주),"중소기업, 여성기업",서천태양광 #1 ACB 점검비용 지불,구매
